jaar_week;datum_maandag;gemeente;domein_code;regeling_code;zaaktype;ingediend_aantal;ingediend_cumul;beschikt_aantal;beschikt_cumul;toegekend_aantal;toegekend_cumul;afgewezen_aantal;afgewezen_cumul;anders_afgehandeld_aantal;anders_afgehandeld_cumul;afgerond_aantal;afgerond_cumul;besch_totaal_eur;besch_totaal_cumul_eur;besch_schade_eur;besch_schade_cumul_eur;bet_schade_eur;bet_schade_cumul_eur;bet_totaal_eur;bet_totaal_cumul_eur;aos_gegrond_aantal;aos_gegrond_cumul;laad_dt
2018_25;2018-06-18;Noardeast-Fryslân;FYSIEK;FS;S;0;4;0;0;0;0;0;0;0;0;0;0;174176,87;1796653,05;168912,94;1717694,1;168912,94;1717694,1;174176,87;1796653,05;;;2025-04-18T09:23:33
2018_25;2018-06-18;Noordenveld;FYSIEK;FS;S;0;39;0;0;0;0;0;0;0;1;0;1;1625557,302;57615965,93;1505179,702;52905835,98;1505179,69;52905835,75;1625557,29;57615965,7;;;2025-04-18T09:23:33
2018_25;2018-06-18;Oldambt;FYSIEK;FS;S;7;355;0;0;0;0;0;0;0;8;0;8;17808641,41;524194498,7;16541477,36;487705604,8;16558857,34;488024061,5;17826021,39;524512955,5;;;2025-04-18T09:23:33
2018_25;2018-06-18;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_25;2018-06-18;Overig;FYSIEK;FS;BZ;0;7;5;5;0;0;5;5;0;1;5;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_25;2018-06-18;Overig;FYSIEK;FS;S;2;83;0;0;0;0;0;0;0;6;0;6;3353318,33;94474175,09;3102748,36;86747253,19;2652231,26;78766664,82;2902801,23;86493586,72;;;2025-04-18T09:23:33
2018_25;2018-06-18;Pekela;FYSIEK;FS;S;1;36;0;0;0;0;0;0;0;0;0;0;1614156,01;33114358,21;1489338,41;30482944,9;1489338,46;30482947,17;1614156,06;33114360,48;;;2025-04-18T09:23:33
2018_25;2018-06-18;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;1875000;105000;1875000;105000;1875000;105000;1875000;;;2025-04-18T09:23:33
2018_25;2018-06-18;Tynaarlo;FYSIEK;FS;S;6;156;0;0;0;0;0;0;0;1;0;1;8411143,746;167195833,7;7851270,856;156096286,2;7859749,82;156278148,4;8419622,71;167377695,9;;;2025-04-18T09:23:33
2018_25;2018-06-18;Veendam;FYSIEK;FS;S;6;234;0;0;0;0;0;0;0;5;0;5;10007222,27;264256924,8;9290996,913;246755507,2;9110163,36;235077436,7;9900894,27;256751165,1;;;2025-04-18T09:23:33
2018_25;2018-06-18;Westerkwartier;FYSIEK;FS;S;2;325;0;0;0;0;0;0;0;2;0;2;15749306,75;419961021,9;14899180,55;394720882,4;14896870,39;392697787,7;15746996,59;417937927,2;;;2025-04-18T09:23:33
2018_25;2018-06-18;Westerwolde;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;438169,06;6996923,07;406053,9;6475705,64;406053,9;6475705,64;438834,06;7010888,07;;;2025-04-18T09:23:33
2018_26;2018-06-25;Aa en Hunze;FYSIEK;FS;S;0;70;0;0;0;0;0;0;0;0;0;0;3142195,027;71154951,14;2928319,407;66969478,36;2928319,31;66969477,68;3142194,93;71154950,46;;;2025-04-18T09:23:33
2018_26;2018-06-25;Assen;FYSIEK;FS;S;2;5;0;0;0;0;0;0;0;0;0;0;164120,3;3564120,3;160013,1;3560013,1;160013,1;3560013,1;164120,3;3564120,3;;;2025-04-18T09:23:33
2018_26;2018-06-25;Eemsdelta;FYSIEK;FS;S;22;3739;0;7;0;7;0;0;0;112;0;119;184787407,8;5278323364;169301218,9;4847063324;165316098,3;4717938446;182095436,7;5191331611;;;2025-04-18T09:23:33
2018_26;2018-06-25;Groningen;FYSIEK;FS;S;24;4899;1;7;1;7;0;0;0;157;1;164;208254493,8;6003406222;193328506,2;5554552424;189208736;5393464006;204690759,2;5861035639;;;2025-04-18T09:23:33
2018_26;2018-06-25;Het Hogeland;FYSIEK;FS;S;4;3100;1;10;1;10;0;0;0;62;1;72;147960554,2;4060966106;137104985,9;3757178958;135620674,9;3704343345;147144420,6;4021534561;;;2025-04-18T09:23:33
2018_26;2018-06-25;Midden-Groningen;FYSIEK;FS;S;26;2673;0;1;0;1;0;0;0;95;0;96;126154611,9;4568765049;117251425,9;4242139318;114161609,5;4090738618;123582443,7;4431732866;;;2025-04-18T09:23:33
2018_26;2018-06-25;Noardeast-Fryslân;FYSIEK;FS;S;1;5;0;0;0;0;0;0;0;0;0;0;174176,87;1970829,92;168912,94;1886607,04;175226,94;1892921,04;180490,87;1977143,92;;;2025-04-18T09:23:33
2018_26;2018-06-25;Noordenveld;FYSIEK;FS;S;0;39;0;0;0;0;0;0;0;1;0;1;1625557,302;59241523,24;1505179,702;54411015,69;1505179,69;54411015,44;1625557,29;59241522,99;;;2025-04-18T09:23:33
2018_26;2018-06-25;Oldambt;FYSIEK;FS;S;6;361;0;0;0;0;0;0;0;8;0;8;17991042,71;542185541,4;16709459,88;504415064,6;16726839,85;504750901,4;18008422,68;542521378,2;;;2025-04-18T09:23:33
2018_26;2018-06-25;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_26;2018-06-25;Overig;FYSIEK;FS;BZ;1;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_26;2018-06-25;Overig;FYSIEK;FS;S;0;83;0;0;0;0;0;0;0;6;0;6;3353318,33;97827493,42;3102748,36;89850001,55;2652231,26;81418896,08;2902801,23;89396387,95;;;2025-04-18T09:23:33
2018_26;2018-06-25;Pekela;FYSIEK;FS;S;0;36;0;0;0;0;0;0;0;0;0;0;1631705,76;34746063,97;1503944,21;31986889,11;1503944,26;31986891,43;1631705,81;34746066,29;;;2025-04-18T09:23:33
2018_26;2018-06-25;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;1980000;105000;1980000;105000;1980000;105000;1980000;;;2025-04-18T09:23:33
2018_26;2018-06-25;Tynaarlo;FYSIEK;FS;S;1;157;0;0;0;0;0;0;0;1;0;1;9231596,182;176427429,9;8624145,282;164720431,5;8632624,28;164910772,6;9240075,18;176617771,1;;;2025-04-18T09:23:33
2018_26;2018-06-25;Veendam;FYSIEK;FS;S;5;239;0;0;0;0;0;0;0;5;0;5;10337463,01;274594387,8;9602705,833;256358213;9421872,28;244499309;10231135,01;266982300,1;;;2025-04-18T09:23:33
2018_26;2018-06-25;Westerkwartier;FYSIEK;FS;S;1;326;0;0;0;0;0;0;1;3;1;3;15809306,75;435770328,6;14959180,55;409680062,9;14956870,39;407654658,1;15806996,59;433744923,8;;;2025-04-18T09:23:33
2018_26;2018-06-25;Westerwolde;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;438169,06;7435092,13;406053,9;6881759,54;406053,9;6881759,54;438834,06;7449722,13;;;2025-04-18T09:23:33
2018_27;2018-07-02;Aa en Hunze;FYSIEK;FS;S;1;71;0;0;0;0;0;0;0;0;0;0;3142195,027;74297146,16;2928319,407;69897797,76;2928319,31;69897796,99;3142194,93;74297145,39;;;2025-04-18T09:23:33
2018_27;2018-07-02;Assen;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;218568,42;3782688,72;212818,34;3772831,44;212818,34;3772831,44;218568,42;3782688,72;;;2025-04-18T09:23:33
2018_27;2018-07-02;Eemsdelta;FYSIEK;FS;S;17;3756;7;14;7;14;0;0;0;112;7;126;185266003,9;5463589368;169750351;5016813675;165630550,1;4883568996;182439352,5;5373770964;;;2025-04-18T09:23:33
2018_27;2018-07-02;Groningen;FYSIEK;FS;S;30;4929;9;16;9;16;0;0;1;158;10;174;209460044,5;6212866266;194444527,6;5748996951;190304422,2;5583768428;205875974,7;6066911613;;;2025-04-18T09:23:33
2018_27;2018-07-02;Het Hogeland;FYSIEK;FS;S;25;3125;6;16;6;16;0;0;0;62;6;78;148795011,1;4209761117;137869560,5;3895048519;136250540,6;3840593886;147978416,1;4169512977;;;2025-04-18T09:23:33
2018_27;2018-07-02;Midden-Groningen;FYSIEK;FS;S;26;2699;6;7;6;7;0;0;1;96;7;103;126903746,4;4695668796;117946910,3;4360086228;114864304;4205602922;124338788,3;4556071655;;;2025-04-18T09:23:33
2018_27;2018-07-02;Noardeast-Fryslân;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;174176,87;2145006,79;168912,94;2055519,98;175226,94;2068147,98;180490,87;2157634,79;;;2025-04-18T09:23:33
2018_27;2018-07-02;Noordenveld;FYSIEK;FS;S;0;39;0;0;0;0;0;0;0;1;0;1;1625557,302;60867080,54;1505179,702;55916195,39;1505179,69;55916195,13;1625557,29;60867080,28;;;2025-04-18T09:23:33
2018_27;2018-07-02;Oldambt;FYSIEK;FS;S;4;365;0;0;0;0;0;0;0;8;0;8;18483387,89;560668929,3;17169354,75;521584419,4;17186734,72;521937636,1;18500767,86;561022146;;;2025-04-18T09:23:33
2018_27;2018-07-02;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_27;2018-07-02;Overig;FYSIEK;FS;BZ;0;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_27;2018-07-02;Overig;FYSIEK;FS;S;2;85;0;0;0;0;0;0;0;6;0;6;3373318,33;101200811,7;3122748,36;92972749,91;2672231,26;84091127,34;2922801,23;92319189,18;;;2025-04-18T09:23:33
2018_27;2018-07-02;Pekela;FYSIEK;FS;S;1;37;0;0;0;0;0;0;0;0;0;0;1673405,6;36419469,57;1541353,25;33528242,36;1541353,3;33528244,73;1673405,65;36419471,94;;;2025-04-18T09:23:33
2018_27;2018-07-02;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;2085000;105000;2085000;105000;2085000;105000;2085000;;;2025-04-18T09:23:33
2018_27;2018-07-02;Tynaarlo;FYSIEK;FS;S;4;161;0;0;0;0;0;0;0;1;0;1;9347953,364;185775383,3;8728737,244;173449168,7;8737216,24;173647988,9;9356432,36;185974203,4;;;2025-04-18T09:23:33
2018_27;2018-07-02;Veendam;FYSIEK;FS;S;6;245;0;0;0;0;0;0;0;5;0;5;10515428,66;285109816,4;9770408,633;266128621,7;9589575,06;254088884,1;10409100,64;277391400,8;;;2025-04-18T09:23:33
2018_27;2018-07-02;Westerkwartier;FYSIEK;FS;S;3;329;0;0;0;0;0;0;0;3;0;3;15837756,87;451608085,5;14987234,3;424667297,2;14984924,14;422639582,2;15835446,71;449580370,5;;;2025-04-18T09:23:33
2018_27;2018-07-02;Westerwolde;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;438169,06;7873261,19;406053,9;7287813,44;406053,9;7287813,44;438834,06;7888556,19;;;2025-04-18T09:23:33
2018_28;2018-07-09;Aa en Hunze;FYSIEK;FS;S;2;73;0;0;0;0;0;0;0;0;0;0;3182195,027;77479341,19;2968319,407;72866117,17;2968319,31;72866116,3;3182194,93;77479340,32;;;2025-04-18T09:23:33
2018_28;2018-07-09;Assen;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;218568,42;4001257,14;212818,34;3985649,78;212818,34;3985649,78;218568,42;4001257,14;;;2025-04-18T09:23:33
2018_28;2018-07-09;Eemsdelta;FYSIEK;FS;S;12;3768;2;16;2;16;0;0;0;112;2;128;186093028,1;5649682396;170500377,8;5187314053;166367676,4;5049936672;183253476,3;5557024440;;;2025-04-18T09:23:33
2018_28;2018-07-09;Groningen;FYSIEK;FS;S;29;4958;1;17;1;17;0;0;0;158;1;175;210738373,4;6423604640;195620058,5;5944617010;191480889,9;5775249318;207155240,4;6274066854;;;2025-04-18T09:23:33
2018_28;2018-07-09;Het Hogeland;FYSIEK;FS;S;10;3135;0;16;0;16;0;0;0;62;0;78;149578661,9;4359339779;138577480,7;4033626000;136957307,2;3977551193;148760913,3;4318273890;;;2025-04-18T09:23:33
2018_28;2018-07-09;Midden-Groningen;FYSIEK;FS;S;21;2720;2;9;2;9;0;0;0;96;2;105;127520712,9;4823189509;118531932,1;4478618160;115451056,1;4321053978;124957485,1;4681029140;;;2025-04-18T09:23:33
2018_28;2018-07-09;Noardeast-Fryslân;FYSIEK;FS;S;1;6;0;0;0;0;0;0;0;0;0;0;174176,87;2319183,66;168912,94;2224432,92;175226,94;2243374,92;180490,87;2338125,66;;;2025-04-18T09:23:33
2018_28;2018-07-09;Noordenveld;FYSIEK;FS;S;0;39;0;0;0;0;0;0;0;1;0;1;1625557,302;62492637,84;1505179,702;57421375,09;1505179,69;57421374,82;1625557,29;62492637,57;;;2025-04-18T09:23:33
2018_28;2018-07-09;Oldambt;FYSIEK;FS;S;4;369;0;0;0;0;0;0;0;8;0;8;18761875,33;579430804,7;17440356,73;539024776,1;17457736,7;539395372,8;18779255,3;579801401,3;;;2025-04-18T09:23:33
2018_28;2018-07-09;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_28;2018-07-09;Overig;FYSIEK;FS;BZ;0;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_28;2018-07-09;Overig;FYSIEK;FS;S;1;86;0;0;0;0;0;0;0;6;0;6;3388318,33;104589130,1;3137748,36;96110498,27;2687231,26;86778358,6;2937801,23;95256990,41;;;2025-04-18T09:23:33
2018_28;2018-07-09;Pekela;FYSIEK;FS;S;0;37;0;0;0;0;0;0;0;0;0;0;1704680,48;38124150,05;1569410,03;35097652,39;1569410,08;35097654,81;1704680,53;38124152,47;;;2025-04-18T09:23:33
2018_28;2018-07-09;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;2190000;105000;2190000;105000;2190000;105000;2190000;;;2025-04-18T09:23:33
2018_28;2018-07-09;Tynaarlo;FYSIEK;FS;S;3;164;0;0;0;0;0;0;0;1;0;1;9471462,329;195246845,6;8842821,629;182291990,3;8851300,62;182499289,5;9479941,32;195454144,8;;;2025-04-18T09:23:33
2018_28;2018-07-09;Veendam;FYSIEK;FS;S;5;250;0;0;0;0;0;0;0;5;0;5;10659046,4;295768862,8;9900878,254;276029499,9;9720044,67;263808928,8;10552718,37;287944119,1;;;2025-04-18T09:23:33
2018_28;2018-07-09;Westerkwartier;FYSIEK;FS;S;6;335;0;0;0;0;0;0;0;3;0;3;16054584,98;467662670,5;15200428,89;439867726,1;15198118,71;437837700,9;16052274,8;465632645,3;;;2025-04-18T09:23:33
2018_28;2018-07-09;Westerwolde;FYSIEK;FS;S;0;21;0;0;0;0;0;0;0;0;0;0;438169,06;8311430,25;406053,9;7693867,34;406053,9;7693867,34;438834,06;8327390,25;;;2025-04-18T09:23:33
2018_29;2018-07-16;Aa en Hunze;FYSIEK;FS;S;1;74;0;0;0;0;0;0;0;0;0;0;3232195,027;80711536,22;3018319,407;75884436,58;3018319,31;75884435,61;3232194,93;80711535,25;;;2025-04-18T09:23:33
2018_29;2018-07-16;Assen;FYSIEK;FS;S;0;5;0;0;0;0;0;0;0;0;0;0;218568,42;4219825,56;212818,34;4198468,12;212818,34;4198468,12;218568,42;4219825,56;;;2025-04-18T09:23:33
2018_29;2018-07-16;Eemsdelta;FYSIEK;FS;S;22;3790;4;20;4;20;0;0;1;113;5;133;186350370;5836032766;170702925,6;5358016979;166570223,9;5216506896;183510817,8;5740535258;;;2025-04-18T09:23:33
2018_29;2018-07-16;Groningen;FYSIEK;FS;S;38;4996;10;27;10;27;0;0;2;160;12;187;211464412;6635069052;196270765,1;6140887775;192174369,4;5967423688;207924052;6481990906;;;2025-04-18T09:23:33
2018_29;2018-07-16;Het Hogeland;FYSIEK;FS;S;29;3164;2;18;2;18;0;0;1;63;3;81;150595712,2;4509935491;139547662,8;4173173662;137943902,2;4115495095;149794376,6;4468068267;;;2025-04-18T09:23:33
2018_29;2018-07-16;Midden-Groningen;FYSIEK;FS;S;30;2750;4;13;4;13;0;0;0;96;4;109;128002630,7;4951192139;118968744,8;4597586905;115958211,1;4437012189;125509745,1;4806538885;;;2025-04-18T09:23:33
2018_29;2018-07-16;Noardeast-Fryslân;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;174176,87;2493360,53;168912,94;2393345,86;175226,94;2418601,86;180490,87;2518616,53;;;2025-04-18T09:23:33
2018_29;2018-07-16;Noordenveld;FYSIEK;FS;S;1;40;0;0;0;0;0;0;0;1;0;1;1645557,302;64138195,14;1525179,702;58946554,79;1525179,69;58946554,51;1645557,29;64138194,86;;;2025-04-18T09:23:33
2018_29;2018-07-16;Oldambt;FYSIEK;FS;S;4;373;0;0;0;0;0;0;0;8;0;8;19206637,92;598637442,6;17870414,01;556895190,1;17887793,92;557283166,7;19224017,83;599025419,2;;;2025-04-18T09:23:33
2018_29;2018-07-16;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_29;2018-07-16;Overig;FYSIEK;FS;BZ;0;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_29;2018-07-16;Overig;FYSIEK;FS;S;2;88;0;0;0;0;0;0;0;6;0;6;3420000,49;108009130,6;3163006,02;99273504,29;2712488,92;89490847,52;2969483,39;98226473,8;;;2025-04-18T09:23:33
2018_29;2018-07-16;Pekela;FYSIEK;FS;S;1;38;0;0;0;0;0;0;0;0;0;0;1734680,48;39858830,53;1599410,03;36697062,42;1599410,08;36697064,89;1734680,53;39858833;;;2025-04-18T09:23:33
2018_29;2018-07-16;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;2295000;105000;2295000;105000;2295000;105000;2295000;;;2025-04-18T09:23:33
2018_29;2018-07-16;Tynaarlo;FYSIEK;FS;S;6;170;0;0;0;0;0;0;0;1;0;1;9889606,735;205136452,3;9234792,895;191526783,2;9243271,94;191742561,4;9898085,78;205352230,5;;;2025-04-18T09:23:33
2018_29;2018-07-16;Veendam;FYSIEK;FS;S;7;257;0;0;0;0;0;0;0;5;0;5;10831224,06;306600086,9;10060101,61;286089601,5;9879268,02;273688196,8;10724896,02;298669015,1;;;2025-04-18T09:23:33
2018_29;2018-07-16;Westerkwartier;FYSIEK;FS;S;4;339;0;0;0;0;0;0;0;3;0;3;16269605,2;483932275,7;15407917,31;455275643,4;15405607,13;453243308,1;16267295,02;481899940,3;;;2025-04-18T09:23:33
2018_29;2018-07-16;Westerwolde;FYSIEK;FS;S;1;22;0;0;0;0;0;0;0;0;0;0;458169,06;8769599,31;426053,9;8119921,24;426053,9;8119921,24;458834,06;8786224,31;;;2025-04-18T09:23:33
2018_30;2018-07-23;Aa en Hunze;FYSIEK;FS;S;2;76;0;0;0;0;0;0;0;0;0;0;3272195,027;83983731,24;3058319,407;78942755,98;3058319,31;78942754,92;3272194,93;83983730,18;;;2025-04-18T09:23:33
2018_30;2018-07-23;Assen;FYSIEK;FS;S;1;6;0;0;0;0;0;0;0;0;0;0;218568,42;4438393,98;212818,34;4411286,46;215702,34;4414170,46;221452,42;4441277,98;;;2025-04-18T09:23:33
2018_30;2018-07-23;Eemsdelta;FYSIEK;FS;S;16;3806;0;20;0;20;0;0;1;114;1;134;186869406,5;6022902173;171165246,2;5529182225;167032543,7;5383539440;184029853,4;5924565111;;;2025-04-18T09:23:33
2018_30;2018-07-23;Groningen;FYSIEK;FS;S;40;5036;10;37;10;37;0;0;0;160;10;197;212606256,5;6847675308;197332423,3;6338220198;193268121,1;6160691809;209097990;6691088896;;;2025-04-18T09:23:33
2018_30;2018-07-23;Het Hogeland;FYSIEK;FS;S;18;3182;0;18;0;18;0;0;0;63;0;81;151467509,7;4661403001;140366211,7;4313539874;138809251,5;4254304347;150712974,4;4618781241;;;2025-04-18T09:23:33
2018_30;2018-07-23;Midden-Groningen;FYSIEK;FS;S;15;2765;4;17;4;17;0;0;0;96;4;113;128596598,7;5079788738;119520263,6;4717107168;116568934,1;4553581123;126162917,4;4932701802;;;2025-04-18T09:23:33
2018_30;2018-07-23;Noardeast-Fryslân;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;174176,87;2667537,4;168912,94;2562258,8;175226,94;2593828,8;180490,87;2699107,4;;;2025-04-18T09:23:33
2018_30;2018-07-23;Noordenveld;FYSIEK;FS;S;0;40;0;0;0;0;0;0;0;1;0;1;1660557,302;65798752,44;1540179,702;60486734,49;1540179,69;60486734,2;1660557,29;65798752,15;;;2025-04-18T09:23:33
2018_30;2018-07-23;Oldambt;FYSIEK;FS;S;5;378;0;0;0;0;0;0;0;8;0;8;19798257,95;618435700,5;18436161,62;575331351,8;18453541,45;575736708,2;19815637,78;618841057;;;2025-04-18T09:23:33
2018_30;2018-07-23;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_30;2018-07-23;Overig;FYSIEK;FS;BZ;0;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_30;2018-07-23;Overig;FYSIEK;FS;S;2;90;0;0;0;0;0;0;0;6;0;6;3425280,85;111434411,4;3167215,63;102440719,9;2716698,53;92207546,05;2974763,75;101201237,6;;;2025-04-18T09:23:33
2018_30;2018-07-23;Pekela;FYSIEK;FS;S;0;38;0;0;0;0;0;0;0;0;0;0;1739680,48;41598511,01;1604410,03;38301472,45;1604410,08;38301474,97;1739680,53;41598513,53;;;2025-04-18T09:23:33
2018_30;2018-07-23;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;2400000;105000;2400000;105000;2400000;105000;2400000;;;2025-04-18T09:23:33
2018_30;2018-07-23;Tynaarlo;FYSIEK;FS;S;4;174;0;0;0;0;0;0;0;1;0;1;10202211,29;215338663,6;9529216,132;201055999,4;9537695,21;201280256,7;10210690,37;215562920,9;;;2025-04-18T09:23:33
2018_30;2018-07-23;Veendam;FYSIEK;FS;S;4;261;1;1;1;1;0;0;0;5;1;6;10895104,46;317495191,3;10117121,19;296206722,7;9936287,61;283624484,4;10788776,43;309457791,6;;;2025-04-18T09:23:33
2018_30;2018-07-23;Westerkwartier;FYSIEK;FS;S;3;342;0;0;0;0;0;0;0;3;0;3;16344572,49;500276848,2;15482815,69;470758459,1;15480505,51;468723813,6;16342262,31;498242202,6;;;2025-04-18T09:23:33
2018_30;2018-07-23;Westerwolde;FYSIEK;FS;S;0;22;0;0;0;0;0;0;0;0;0;0;473169,06;9242768,37;441053,9;8560975,14;441053,9;8560975,14;473834,06;9260058,37;;;2025-04-18T09:23:33
2018_31;2018-07-30;Aa en Hunze;FYSIEK;FS;S;0;76;0;0;0;0;0;0;0;0;0;0;3282195,027;87265926,27;3068319,407;82011075,39;3068319,31;82011074,23;3282194,93;87265925,11;;;2025-04-18T09:23:33
2018_31;2018-07-30;Assen;FYSIEK;FS;S;1;7;0;0;0;0;0;0;0;0;0;0;218568,42;4656962,4;212818,34;4624104,8;222912,34;4637082,8;228662,42;4669940,4;;;2025-04-18T09:23:33
2018_31;2018-07-30;Eemsdelta;FYSIEK;FS;S;17;3823;6;26;6;26;0;0;1;115;7;141;187505476;6210407649;171750414,9;5700932640;167617712,4;5551157152;184665923;6109231034;;;2025-04-18T09:23:33
2018_31;2018-07-30;Groningen;FYSIEK;FS;S;25;5061;6;43;6;43;0;0;5;165;11;208;213568493,8;7061243802;198237306,4;6536457505;194194416,1;6354886225;210081639,1;6901170535;;;2025-04-18T09:23:33
2018_31;2018-07-30;Het Hogeland;FYSIEK;FS;S;18;3200;2;20;2;20;0;0;1;64;3;84;152731342,5;4814134343;141551328,6;4455091203;139998694,4;4394303041;151981133,3;4770762375;;;2025-04-18T09:23:33
2018_31;2018-07-30;Midden-Groningen;FYSIEK;FS;S;24;2789;2;19;2;19;0;0;1;97;3;116;129015246,4;5208803984;119914564,2;4837021732;116957382,5;4670538505;126581386,5;5059283189;;;2025-04-18T09:23:33
2018_31;2018-07-30;Noardeast-Fryslân;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;174176,87;2841714,27;168912,94;2731171,74;175226,94;2769055,74;180490,87;2879598,27;;;2025-04-18T09:23:33
2018_31;2018-07-30;Noordenveld;FYSIEK;FS;S;1;41;0;0;0;0;0;0;0;1;0;1;1660557,302;67459309,75;1540179,702;62026914,2;1540179,69;62026913,89;1660557,29;67459309,44;;;2025-04-18T09:23:33
2018_31;2018-07-30;Oldambt;FYSIEK;FS;S;3;381;0;0;0;0;0;0;0;8;0;8;19929430,52;638365131,1;18562424,91;593893776,7;18579804,74;594316512,9;19946810,35;638787867,3;;;2025-04-18T09:23:33
2018_31;2018-07-30;Ooststellingwerf;FYSIEK;FS;S;0;1;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;2025-04-18T09:23:33
2018_31;2018-07-30;Overig;FYSIEK;FS;BZ;0;8;0;5;0;0;0;5;0;1;0;6;;2622,16;;1863,03;;1863,03;;2622,16;;;2025-04-18T09:23:33
2018_31;2018-07-30;Overig;FYSIEK;FS;S;3;93;0;0;0;0;0;0;0;6;0;6;3450410,8;114884822,2;3189425,89;105630145,8;2738908,79;94946454,84;2999893,7;104201131,3;;;2025-04-18T09:23:33
2018_31;2018-07-30;Pekela;FYSIEK;FS;S;1;39;0;0;0;0;0;0;0;0;0;0;1739680,48;43338191,49;1604410,03;39905882,48;1604410,08;39905885,05;1739680,53;43338194,06;;;2025-04-18T09:23:33
2018_31;2018-07-30;Stadskanaal;FYSIEK;FS;S;0;6;0;0;0;0;0;0;0;0;0;0;105000;2505000;105000;2505000;105000;2505000;105000;2505000;;;2025-04-18T09:23:33
2018_31;2018-07-30;Tynaarlo;FYSIEK;FS;S;3;177;0;0;0;0;0;0;0;1;0;1;10403816,99;225742480,6;9716915,862;210772915,2;9725394,94;211005651,6;10412296,07;225975217;;;2025-04-18T09:23:33
2018_31;2018-07-30;Veendam;FYSIEK;FS;S;5;266;0;1;0;1;0;0;0;5;0;6;11028218,96;328523410,3;10239462,58;306446185,3;10062955;293687439,4;10926216,93;320384008,5;;;2025-04-18T09:23:33
2018_31;2018-07-30;Westerkwartier;FYSIEK;FS;S;5;347;0;0;0;0;0;0;0;3;0;3;16458922,68;516735770,9;15589493,36;486347952,5;15591509,18;484315322,7;16460938,5;514703141,1;;;2025-04-18T09:23:33
2018_31;2018-07-30;Westerwolde;FYSIEK;FS;S;0;22;0;0;0;0;0;0;0;0;0;0;473169,06;9715937,43;441053,9;9002029,04;441053,9;9002029,04;473834,06;9733892,43;;;2025-04-18T09:23:33
2018_32;2018-08-06;Aa en Hunze;FYSIEK;FS;S;0;76;0;0;0;0;0;0;0;0;0;0;3282195,027;90548121,3;3068319,407;85079394,8;3068319,31;85079393,54;3282194,93;90548120,04;;;2025-04-18T09:23:33
2018_32;2018-08-06;Assen;FYSIEK;FS;S;0;7;0;0;0;0;0;0;0;0;0;0;218568,42;4875530,82;212818,34;4836923,14;222912,34;4859995,14;228662,42;4898602,82;;;2025-04-18T09:23:33
